UNITID,INSTNM,CITY,STABBR,ZIP,ADM_RATE,UGDS,TUITIONFEE_IN,MN_EARN_WNE_P10
214795,Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,0.7476,759.0,13694.0,
214801,Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,0.8523,3674.0,14516.0,
214810,Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,0.7555,695.0,14398.0,
214829,Pennsylvania State University-Penn State York,York,PA,17403-3326,0.825,899.0,14460.0,
214883,Peirce College,Philadelphia,PA,19102-4699,,1381.0,15060.0,
214892,Penn Commercial Business/Technical School,Washington,PA,15301-6822,0.9539,225.0,20000.0,
214944,Pennco Tech-Bristol,Bristol,PA,19007,,315.0,,
214971,Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,0.927,188.0,37096.0,
215008,Pennsylvania Gunsmith School,Pittsburgh,PA,15202-2637,,79.0,,
215044,Cortiva Institute-King of Prussia,King of Prussia,PA,19406,,172.0,,
215053,Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,0.5,257.0,25000.0,
215062,University of Pennsylvania,Philadelphia,PA,19104-6303,0.093,10660.0,53534.0,
215099,Jefferson (Philadelphia University + Thomas Jefferson University),Philadelphia,PA,19144-5497,0.5966,2669.0,39280.0,
215105,The University of the Arts,Philadelphia,PA,19102-4901,0.7404,1662.0,43100.0,
215114,Cairn University-Langhorne,Langhorne,PA,19047-2990,0.9855,757.0,26493.0,
215123,Philadelphia College of Osteopathic Medicine,Philadelphia,PA,19131,,,,
215132,University of the Sciences,Philadelphia,PA,19104-4495,0.6076,1268.0,39994.0,
215239,Community College of Philadelphia,Philadelphia,PA,19130-3991,,16012.0,5142.0,
215266,University of Pittsburgh-Bradford,Bradford,PA,16701,0.5436,1296.0,13900.0,
215275,University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,0.7327,1521.0,13870.0,
215284,University of Pittsburgh-Johnstown,Johnstown,PA,15904,0.7598,2776.0,13876.0,
215293,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,0.5971,19134.0,19080.0,
215309,University of Pittsburgh-Titusville,Titusville,PA,16354,0.6311,292.0,11788.0,
215336,Beaver Falls Beauty Academy,Beaver Falls,PA,15010-4208,,36.0,,
215381,Pittsburgh Institute of Aeronautics,West Mifflin,PA,15122,,409.0,20945.0,
215390,Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,15206-3706,0.8058,209.0,,
215415,Pittsburgh Technical College,Oakdale,PA,15071,,1739.0,16817.0,
215424,Pittsburgh Theological Seminary,Pittsburgh,PA,15206-2596,,,,
215442,Point Park University,Pittsburgh,PA,15222-1984,0.6486,3230.0,30130.0,
215479,Joseph F McCloskey School of Nursing,Pottsville,PA,17901,,63.0,,
215530,The Salon Professional Academy-Altoona,Altoona,PA,16601-2419,,69.0,,
215585,Reading Area Community College,Reading,PA,19602,,3506.0,5460.0,
215594,Reading Hospital School of Health Sciences,Reading,PA,19611,0.2679,288.0,10095.0,
215619,Reconstructionist Rabbinical College,Wyncote,PA,19095-1898,,,,
215628,Reformed Presbyterian Theological Seminary,Pittsburgh,PA,15208-2594,,,,
215637,The Restaurant School at Walnut Hill College,Philadelphia,PA,19104,0.9737,334.0,23550.0,
215646,Brightwood Career Institute-Broomall,Broomall,PA,19008,,339.0,,
215655,Robert Morris University,Moon Township,PA,15108-1189,0.8332,4213.0,29420.0,
215682,Rosedale Technical College,Pittsburgh,PA,15205-9791,,372.0,13380.0,
215691,Rosemont College,Rosemont,PA,19010-1699,0.6961,609.0,19486.0,
215743,Saint Francis University,Loretto,PA,15940,0.7574,1676.0,35066.0,
215770,Saint Joseph's University,Philadelphia,PA,19131-1395,0.7718,5040.0,43880.0,
215798,Saint Vincent College,Latrobe,PA,15650-2690,0.6193,1616.0,34430.0,
215813,Saint Vincent Seminary,Latrobe,PA,15650-2690,,,,
215886,Schuylkill Technology Center,Frackville,PA,17931,,35.0,,
215929,University of Scranton,Scranton,PA,18510-4699,0.7479,3695.0,43310.0,
215947,Seton Hill University,Greensburg,PA,15601,0.7465,1659.0,34660.0,
215974,University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,1.0,244.0,15315.0,
215983,Sharon Regional School of Nursing,Sharon,PA,16146,,12.0,24745.0,
215992,Laurel Technical Institute,Sharon,PA,16146,0.8776,176.0,9914.0,
216010,Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,0.8355,5464.0,12086.0,
216038,Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,0.7149,7539.0,10205.0,
216047,Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,1.0,75.0,20655.0,
216074,South Hills Beauty Academy,Pittsburgh,PA,15216,,144.0,,
216083,South Hills School of Business & Technology,State College,PA,16801-4516,0.9931,414.0,16608.0,
216162,St Lukes Hospital School of Nursing,Bethlehem,PA,18015,,198.0,,
216223,The Beauty Institute,Stroudsburg,PA,18360-1720,,27.0,,
216278,Susquehanna University,Selinsgrove,PA,17870-1025,0.6953,2283.0,45470.0,
216287,Swarthmore College,Swarthmore,PA,19081,0.107,1565.0,50822.0,
216296,Thaddeus Stevens College of Technology,Lancaster,PA,17602-3198,0.8893,1139.0,7830.0,
216311,Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131,0.8444,114.0,8900.0,
216339,Temple University,Philadelphia,PA,19122-6096,0.5667,29007.0,16658.0,
216348,Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,19422-1257,,,,
216357,Thiel College,Greenville,PA,16125-2181,0.6287,736.0,30830.0,
216366,Thomas Jefferson University,Philadelphia,PA,19107,,731.0,,
216418,Fortis Institute-Erie,Erie,PA,16506-1013,,391.0,13157.0,
216427,Triangle Tech Inc-Erie,Erie,PA,16502-2594,,61.0,16408.0,
216436,Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,15214-3897,,144.0,16640.0,
216445,Triangle Tech Inc-Greensburg,Greensburg,PA,15601-3304,,121.0,16594.0,
216454,Triangle Tech Inc-Dubois,Falls Creek,PA,15840-3333,,143.0,16646.0,
216463,Trinity Episcopal School for Ministry,Ambridge,PA,15003-2397,,,,
216524,Ursinus College,Collegeville,PA,19426-1000,0.7821,1485.0,50360.0,
216542,University of Valley Forge,Phoenixville,PA,19460-2373,0.5412,669.0,21370.0,
216551,Valley Forge Military College,Wayne,PA,19087-3695,,265.0,29975.0,
216579,Venus Beauty Academy,Sharon Hill,PA,19079,,112.0,,
216597,Villanova University,Villanova,PA,19085-1699,0.36,6886.0,51284.0,
216630,Washington Hospital School of Nursing,Washington,PA,15301,,49.0,,
216649,Washington Hospital School of Radiologic Technology,Washington,PA,15301,,13.0,11600.0,
216667,Washington & Jefferson College,Washington,PA,15301,0.4785,1378.0,46628.0,
216694,Waynesburg University,Waynesburg,PA,15370-1257,0.9534,1371.0,24010.0,
216746,Welder Training and Testing Institute,Allentown,PA,18109-3253,,72.0,,
216764,West Chester University of Pennsylvania,West Chester,PA,19383,0.685,14223.0,10111.0,
216773,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,15224,0.5769,107.0,9255.0,
216782,Pittsburgh Career Institute,Pittsburgh,PA,15219-1907,,197.0,24919.0,
216807,Westminster College,New Wilmington,PA,16172,0.7248,1174.0,36276.0,
216816,Westminster Theological Seminary,Glenside,PA,19038,,,,
216825,Westmoreland County Community College,Youngwood,PA,15697-1895,,4047.0,5190.0,
216852,Widener University,Chester,PA,19013-5792,0.6543,3224.0,44166.0,
216931,Wilkes University,Wilkes-Barre,PA,18766,0.7531,2379.0,34896.0,
217013,Wilson College,Chambersburg,PA,17201-1285,0.5877,697.0,24452.0,
217040,Yeshivath Beth Moshe,Scranton,PA,18505-2196,0.9167,34.0,9200.0,
217059,York College of Pennsylvania,York,PA,17403-3651,0.699,4079.0,19430.0,
217077,YTI Career Institute-York,York,PA,17402,,1165.0,,
246071,Career Technology Center of Lackawanna County,Scranton,PA,18508,,72.0,,
248624,Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,15401,,90.0,,
248633,Franklin County Career and Technology Center,Chambersburg,PA,17202,,88.0,,
249609,Fortis Institute-Forty Fort,Forty Fort,PA,18704-2936,,159.0,15787.0,
250027,Laurel Business Institute,Uniontown,PA,15401,0.8559,237.0,9914.0,
250285,Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,19114-1018,,274.0,16757.0,
251075,Brightwood Career Institute-Harrisburg,Harrisburg,PA,17111,,178.0,,
260363,Greene County Career and Technology Center,Waynesburg,PA,15370-8281,,25.0,,
261861,West Virginia Junior College-United Career Institute,Mount Braddock,PA,15465,,78.0,13170.0,
365383,Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,18705-0699,,110.0,,
366252,Pennsylvania College of Technology,Williamsport,PA,17701-5799,,5419.0,16350.0,
366632,Mercer County Career Center,Mercer,PA,16137,,31.0,,
367431,Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,16101,,17.0,,
368407,Western Area Career & Technology Center,Canonsburg,PA,15317,0.76,106.0,,
369668,Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,16823,,255.0,,
375939,YTI Career Institute-Altoona,Altoona,PA,16602,,172.0,,
375966,Eastern Center for Arts and Technology,Willow Grove,PA,19090,0.8,59.0,,
375984,Empire Beauty School-Center City Philadelphia,Philadelphia,PA,19102-2701,,317.0,,
383367,Greater Altoona Career & Technology Center,Altoona,PA,16602-3616,,234.0,,
385503,Fortis Institute-Scranton,Scranton,PA,18509-2903,,287.0,27246.0,
406413,DCI Career Institute,Monaca,PA,15061,,39.0,,
406422,Central Susquehanna Intermediate Unit LPN Career,Lewisburg,PA,17837,0.9733,101.0,,
407629,Lake Erie College of Osteopathic Medicine,Erie,PA,16509-1025,,,,
408729,Laurel Technical Institute,MEADVILLE,PA,16335,0.7792,96.0,9914.0,
414540,Jean Madeline Aveda Institute,Philadelphia,PA,19147,,268.0,,
414911,Pennsylvania Highlands Community College,Johnstown,PA,15904-2949,,1014.0,5670.0,
415039,Empire Beauty School-Hanover,Hanover,PA,17331,,59.0,,
417840,Prism Career Institute-Philadelphia,Philadelphia,PA,19152,,83.0,,
418409,York County School of Technology-Adult & Continuing Education,York,PA,17402-4696,,104.0,,
418427,Chester County Intermediate Unit,Downingtown,PA,19335,0.5532,104.0,,
418445,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,PA,15851,0.7895,24.0,,
418454,Greater Johnstown Career and Technology Center,Johnstown,PA,15904-2998,,189.0,,
418481,Mifflin County Academy of Science and Technology,Lewistown,PA,17044-1697,0.7667,39.0,,
418515,Lenape Technical School Practical Nursing Program,Ford City,PA,16226,,168.0,,
418524,Venango County Area Vocational Technical School,Oil City,PA,16301,0.625,61.0,,
418533,Lancaster County Career and Technology Center,Willow Street,PA,17584,,422.0,,
418542,Lebanon County Area Vocational Technical School,Lebanon,PA,17042,,165.0,,
418560,Indiana County Technology Center,Indiana,PA,15701-1465,,95.0,,
418588,Northern Tier Career Center,Towanda,PA,18848-9731,0.7619,41.0,,
418603,Clarion County Career Center Practical Nursing Program,Shippenville,PA,16254-8975,0.7714,63.0,,
418612,Hazleton Area Career Center,Hazle TWP.,PA,18202,,19.0,,
418658,All-State Career School-Pittsburgh,West Mifflin,PA,15122,,189.0,,
419332,Forbes Road Career and Technology Center,Monroeville,PA,15146,,5.0,,
419341,Jna Institute of Culinary Arts,Philadelphia,PA,19146,,46.0,12725.0,
419484,Crawford County Career and Technical Center Practical Nursing Program,Meadville,PA,16335,,28.0,,
430227,Empire Beauty School-Monroeville,Monroeville,PA,15146-2229,,119.0,,
430908,Clearfield County Career and Technology Center,Clearfield,PA,16830,,64.0,,
430971,Delaware County Technical School-Practical Nursing Program,Broomall,PA,19008,1.0,43.0,,
431600,UPMC Mercy School of Nursing,Pittsburgh,PA,15219-5166,0.8571,154.0,15315.0,
438212,McCann School of Business & Technology,Pottsville,PA,17901,,188.0,11005.0,
438221,Platt College-McCann-Lewisburg,Lewisburg,PA,17837,,265.0,11346.0,
440174,Career Training Academy-Pittsburgh,Pittsburgh,PA,15229,,65.0,,
440217,Huntingdon County Career and Technology Center,Mill Creek,PA,17060,,36.0,,
441089,Wyotech-Blairsville,Blairsville,PA,15717-1301,,499.0,,
441672,Susquehanna County Career and Technology Center,Springville,PA,18844,,66.0,,
442064,Won Institute of Graduate Studies,Glenside,PA,19038-4535,,,,
442356,Pennsylvania College of Health Sciences,Lancaster,PA,17601,0.6658,1532.0,27568.0,
443377,Triangle Tech Inc-Sunbury,Sunbury,PA,17801,,76.0,16779.0,
443395,McCann School of Business & Technology,Dickson City,PA,18519,,5.0,9720.0,
443784,Strayer University-Pennsylvania,Trevose,PA,19053,,1788.0,13857.0,
444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,PA,15214-2229,,,,
444307,Empire Beauty School-West Mifflin,West Mifflin,PA,15122,,86.0,,
444811,PITC Institute,Wyncote,PA,19095,,216.0,,
445799,Universal Technical Institute of Pennsylvania Inc,Exton,PA,19341,,1311.0,,
446455,Precision Manufacturing Institute,Meadville,PA,16335,,34.0,15662.0,
446640,Harrisburg University of Science and Technology,Harrisburg,PA,17101-2208,,476.0,23900.0,
446996,Chambersburg Beauty School,Chambersburg,PA,17201,,83.0,,
448691,International Institute for Restorative Practices,Bethlehem,PA,18018,,,,
448770,Automotive Training Center-Warminster,Warminster,PA,18974,,285.0,,
448859,Triangle Tech Inc-Bethlehem,Bethlehem,PA,18017,,115.0,16779.0,
450605,Empire Beauty School-North Hills,Pittsburgh,PA,15237,,74.0,,
451495,CDE Career Institute,Tannersville,PA,18372,,27.0,,
451662,The Art Institute of Pittsburgh-Online Division,Pittsburgh,PA,15222-4332,,2936.0,17014.0,
455947,Pulse Beauty Academy,Downington,PA,19335,,99.0,,
456542,Geisinger Commonwealth School of Medicine,Scranton,PA,18509,,,,
456579,Platt College-McCann-Allentown,Allentown,PA,18109,,568.0,11180.0,
457943,Somerset County Technology Center,Somerset,PA,15501-4309,,70.0,,
457952,Metro Beauty Academy,Allentown,PA,18106,,168.0,,
458450,McCann School of Business & Technology,Carlisle,PA,17013,,84.0,9828.0,
458830,Empire Beauty School-Springfield,Springfield,PA,19064,,133.0,,
460385,Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,17044,0.4267,46.0,18142.0,
460598,Harris School of Business-Upper Darby Campus,Upper Darby,PA,19082,,578.0,,
461193,Bella Capelli Academy,Monroeville,PA,15146-2388,,181.0,,
461218,Institute of Medical Careers,Pittsburgh,PA,15235-3718,,159.0,,
469586,Cortiva Institute-York,York,PA,17402-8046,,78.0,,
474997,All-State Career School-Health Sciences,Essington,PA,19029,,355.0,16648.0,
479956,Pennsylvania State University-World Campus,University Park,PA,16802-1503,0.6679,8108.0,13988.0,
480134,Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,17022-2298,0.9286,328.0,,
480189,Mercyhurst University-North East Campus,North East,PA,16428,,751.0,18450.0,
481021,Berks Career & Technology Center,Leesport,PA,19533-9112,,39.0,,
482608,DeVry University-Pennsylvania,Ft. Washington,PA,19034,1.0,338.0,17572.0,
482927,McCann School of Business & Technology,Wilkes-Barre,PA,18702,,125.0,11640.0,
483054,Barber School of Pittsburgh,Pittsburgh,PA,15220,,78.0,,
483346,Divine Crown Barber & Beauty Academy,Harrisburg,PA,17110,,40.0,,
483753,Champ's Barber School,Lancaster,PA,17602-3809,,37.0,,
483823,Philadelphia Technician Training,Philadelphia,PA,19138-1324,,171.0,,
484783,University of Phoenix-Pennsylvania,Philadelphia,PA,19103,,141.0,9960.0,
485236,Fountain of Youth Academy of Cosmetology,Mars,PA,16046,,36.0,,
485397,Empire Beauty School-Cheltenham,Wyncote,PA,19095,,106.0,,
485856,Studio Incamminati,Philadelphia,PA,19107-1105,1.0,36.0,12625.0,
486105,Professional Academy of Cosmetology,Norristown,PA,19401-0000,,8.0,,
488369,Premier Barber Institute,Norristown,PA,19401-5163,,46.0,,
490258,American Barber Academy,Reading,PA,19611-2040,,49.0,,
20651601,Winebrenner Theological Seminary -,Scotland,PA,172540473,,,,
21078401,The Beauty Institute,Philadelphia,PA,19115,,,,
21130701,Bucks County Community College-Upper Bucks Campus,Perkasie,PA,189440277,,,4418.0,
21130702,Bucks County Community College-Lower Bucks Campus,Bristol,PA,190070277,,,4418.0,
21287801,Harrisburg Area Community College-Lancaster,Lancaster,PA,176023403,,,6473.0,
21287802,Harrisburg Area Community College-Gettysburg,Gettysburg,PA,173253403,,,6473.0,
21287803,Harrisburg Area Community College-Lebanon,Lebanon,PA,170425235,,,6473.0,
21287804,Harrisburg Area Community College-York,York,PA,174045235,,,6473.0,
21429001,New Castle School of Trades,Pulaski,PA,161432522,,,,
21437901,Northampton County Area Community College-Monroe,Tannersville,PA,18372,,,4230.0,
21510501,Villanova University - Summer Music Studies Program,Villanova,PA,190853699,,,,
21608301,South Hills School of Business and Technology-Altoona,Altoona,PA,16602,,,16608.0,
37593901,YTI Career Institute - Altoona,Altoona,PA,166024457,,,,
44378401,Strayer University-Delaware County Campus,Springfield,PA,19064,,,13857.0,
44378403,Strayer University-Center City Campus,Philadelphia,PA,19102,,,13747.0,
44378404,Strayer University-Lower Bucks County Campus,Trevose,PA,19053,,,13857.0,
44378405,Strayer University-Warrendale Campus,Warrendale,PA,15086,,,13857.0,
44378406,Strayer University-Allentown Campus,Center Valley,PA,18034,,,13857.0,
45794301,Somerset County Technology Center - Bedford Site,Bedford,PA,15522,,,,
47503308,Relay Graduate School of Education - Philadelphia & Camden,Philadelphia,PA,191224906,,,,
48305401,Barber School of Pittsburgh - Ambridge,Ambridge,PA,150030000,,,,
130837,Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,19958,,59.0,,
130873,Dawn Career Institute LLC,Newark,DE,19702,,108.0,,
130907,Delaware Technical Community College-Terry,Dover,DE,19901,,12408.0,4848.0,
130934,Delaware State University,Dover,DE,19901,0.4518,3678.0,7868.0,
130943,University of Delaware,Newark,DE,19716,0.6289,18948.0,13160.0,
130989,Goldey-Beacom College,Wilmington,DE,19808,0.5177,770.0,23850.0,
131061,Schilling-Douglas School of Hair Design LLC,Newark,DE,19711,,133.0,,
131098,Wesley College,Dover,DE,19901-3875,0.6151,1342.0,26406.0,
131113,Wilmington University,New Castle,DE,19720,,8346.0,10940.0,
432524,Delaware College of Art and Design,Wilmington,DE,19801-3007,0.79,143.0,25710.0,
441362,Harris School of Business-Wilmington Campus,Wilmington,DE,19803,,219.0,,
444200,Harris School of Business-Dover Campus,Dover,DE,19901,,226.0,,
449472,Delaware Learning Institute of Cosmetology,Dagsboro,DE,19939,,39.0,,
450298,Strayer University-Delaware,Newark,DE,19713,,267.0,13857.0,
451051,Academy of Massage and Bodywork,Bear,DE,19701,,95.0,,
459301,Paul Mitchell the School-Delaware,Newark,DE,19702,,103.0,,
488262,Hair Academy School of Barbering & Beauty,Newark,DE,19713-2305,,33.0,,
13090701,Delaware Technical Community College-Owens,Georgetown,DE,19947,,,4848.0,
13090702,Delaware Technical Community College-Stanton/Wilmington,Wilmington,DE,19801,,,4848.0,
47503303,Relay Graduate School of Education - Delaware,Wilmington,DE,19801,,,,
